YEAR,STATE,COUNTY,PARTY,VOTES
2024,GA,Bacon County,Democratic,645
2024,GA,Baker County,Republican,883
2024,GA,Baker County,Democratic,590
2024,GA,Baldwin County,Republican,9574
2024,GA,Baldwin County,Democratic,9159
2024,GA,Banks County,Republican,9358
2024,GA,Banks County,Democratic,1136
2024,GA,Barrow County,Republican,30730
2024,GA,Barrow County,Democratic,12949
2024,GA,Bartow County,Republican,43271
2024,GA,Bartow County,Democratic,13942
2024,GA,Ben Hill County,Republican,4281
2024,GA,Ben Hill County,Democratic,2199
2024,GA,Berrien County,Republican,6841
2024,GA,Berrien County,Democratic,1209
2024,GA,Bibb County,Republican,26658
2024,GA,Bibb County,Democratic,42172
2024,GA,Bleckley County,Republican,4685
2024,GA,Bleckley County,Democratic,1339
2024,GA,Brantley County,Republican,7744
2024,GA,Brantley County,Democratic,736
2024,GA,Brooks County,Republican,4560
2024,GA,Brooks County,Democratic,2629
2024,GA,Bryan County,Republican,16738
2024,GA,Bryan County,Democratic,7779
2024,GA,Bulloch County,Republican,20985
2024,GA,Bulloch County,Democratic,11514
2024,GA,Burke County,Republican,6027
2024,GA,Burke County,Democratic,4994
2024,GA,Butts County,Republican,9424
2024,GA,Butts County,Democratic,3544
2024,GA,Calhoun County,Republican,900
2024,GA,Calhoun County,Democratic,1153
2024,GA,Camden County,Republican,17819
2024,GA,Camden County,Democratic,8405
2024,GA,Candler County,Republican,3366
2024,GA,Candler County,Democratic,1196
2024,GA,Carroll County,Republican,42536
2024,GA,Carroll County,Democratic,17634
2024,GA,Catoosa County,Republican,27150
2024,GA,Catoosa County,Democratic,7704
2024,GA,Charlton County,Republican,3607
2024,GA,Charlton County,Democratic,1007
2024,GA,Chatham County,Republican,57336
2024,GA,Chatham County,Democratic,82758
2024,GA,Chattahoochee County,Republican,982
2024,GA,Chattahoochee County,Democratic,703
2024,GA,Chattooga County,Republican,8769
2024,GA,Chattooga County,Democratic,1896
2024,GA,Cherokee County,Republican,112142
2024,GA,Cherokee County,Democratic,48838
2024,GA,Clarke County,Republican,16049
2024,GA,Clarke County,Democratic,36297
2024,GA,Clay County,Republican,663
2024,GA,Clay County,Democratic,771
2024,GA,Clayton County,Republican,16877
2024,GA,Clayton County,Democratic,94203
2024,GA,Clinch County,Republican,2201
2024,GA,Clinch County,Democratic,702
2024,GA,Cobb County,Republican,168679
2024,GA,Cobb County,Democratic,228404
2024,GA,Coffee County,Republican,11388
2024,GA,Coffee County,Democratic,4295
2024,GA,Colquitt County,Republican,12451
2024,GA,Colquitt County,Democratic,4114
2024,GA,Columbia County,Republican,53657
2024,GA,Columbia County,Democratic,31624
2024,GA,Cook County,Republican,5374
2024,GA,Cook County,Democratic,1956
2024,GA,Coweta County,Republican,57204
2024,GA,Coweta County,Democratic,28111
2024,GA,Crawford County,Republican,4742
2024,GA,Crawford County,Democratic,1582
2024,GA,Crisp County,Republican,5099
2024,GA,Crisp County,Democratic,2993
2024,GA,Dade County,Republican,6804
2024,GA,Dade County,Democratic,1343
2024,GA,Dawson County,Republican,16115
2024,GA,Dawson County,Democratic,3350
2024,GA,DeKalb County,Republican,62622
2024,GA,DeKalb County,Democratic,299630
2024,GA,Decatur County,Republican,7140
2024,GA,Decatur County,Democratic,4372
2024,GA,Dodge County,Republican,6249
2024,GA,Dodge County,Democratic,2081
2024,GA,Dooly County,Republican,2243
2024,GA,Dooly County,Democratic,1921
2024,GA,Dougherty County,Republican,9904
2024,GA,Dougherty County,Democratic,23831
2024,GA,Douglas County,Republican,23996
2024,GA,Douglas County,Democratic,46240
2024,GA,Early County,Republican,2718
2024,GA,Early County,Democratic,2158
2024,GA,Echols County,Republican,1307
2024,GA,Echols County,Democratic,127
2024,GA,Effingham County,Republican,26943
2024,GA,Effingham County,Democratic,9144
2024,GA,Elbert County,Republican,6860
2024,GA,Elbert County,Democratic,2700
2024,GA,Emanuel County,Republican,6919
2024,GA,Emanuel County,Democratic,2673
2024,GA,Evans County,Republican,3011
2024,GA,Evans County,Democratic,1214
2024,GA,Fannin County,Republican,13232
2024,GA,Fannin County,Democratic,2807
2024,GA,Fayette County,Republican,38177
2024,GA,Fayette County,Democratic,35822
2024,GA,Floyd County,Republican,31631
2024,GA,Floyd County,Democratic,12862
2024,GA,Forsyth County,Republican,91281
2024,GA,Forsyth County,Democratic,45509
2024,GA,Franklin County,Republican,10459
2024,GA,Franklin County,Democratic,1647
2024,GA,Fulton County,Republican,144655
2024,GA,Fulton County,Democratic,384752
2024,GA,Gilmer County,Republican,14976
2024,GA,Gilmer County,Democratic,3413
2024,GA,Glascock County,Republican,1534
2024,GA,Glascock County,Democratic,133
2024,GA,Glynn County,Republican,27558
2024,GA,Glynn County,Democratic,16144
2024,GA,Gordon County,Republican,22495
2024,GA,Gordon County,Democratic,4982
2024,GA,Grady County,Republican,7385
2024,GA,Grady County,Democratic,3290
2024,GA,Greene County,Republican,8215
2024,GA,Greene County,Democratic,4514
2024,GA,Gwinnett County,Republican,173041
2024,GA,Gwinnett County,Democratic,242507
2024,GA,Habersham County,Republican,19142
2024,GA,Habersham County,Democratic,4036
2024,GA,Hall County,Republican,72991
2024,GA,Hall County,Democratic,28347
2024,GA,Hancock County,Republican,1364
2024,GA,Hancock County,Democratic,2864
2024,GA,Haralson County,Republican,14239
2024,GA,Haralson County,Democratic,2065
2024,GA,Harris County,Republican,16283
2024,GA,Harris County,Democratic,5976
2024,GA,Hart County,Republican,11064
2024,GA,Hart County,Democratic,3210
2024,GA,Heard County,Republican,5335
2024,GA,Heard County,Democratic,859
2024,GA,Henry County,Republican,44982
2024,GA,Henry County,Democratic,83253
2024,GA,Houston County,Republican,45090
2024,GA,Houston County,Democratic,35907
2024,GA,Irwin County,Republican,3340
2024,GA,Irwin County,Democratic,986
2024,GA,Jackson County,Republican,36497
2024,GA,Jackson County,Democratic,10472
2024,GA,Jasper County,Republican,7203
2024,GA,Jasper County,Democratic,1881
2024,GA,Jeff Davis County,Republican,4935
2024,GA,Jeff Davis County,Democratic,924
2024,GA,Jefferson County,Republican,3765
2024,GA,Jefferson County,Democratic,3674
2024,GA,Jenkins County,Republican,2217
2024,GA,Jenkins County,Democratic,1179
2024,GA,Johnson County,Republican,2913
2024,GA,Johnson County,Democratic,1066
2024,GA,Jones County,Republican,11079
2024,GA,Jones County,Democratic,4959
2024,GA,Lamar County,Republican,7575
2024,GA,Lamar County,Democratic,2795
2024,GA,Lanier County,Republican,2726
2024,GA,Lanier County,Democratic,995
2024,GA,Laurens County,Republican,15460
2024,GA,Laurens County,Democratic,7820
2024,GA,Lee County,Republican,12655
2024,GA,Lee County,Democratic,4957
2024,GA,Liberty County,Republican,9441
2024,GA,Liberty County,Democratic,13459
2024,GA,Lincoln County,Republican,3559
2024,GA,Lincoln County,Democratic,1351
2024,GA,Long County,Republican,4557
2024,GA,Long County,Democratic,2476
2024,GA,Lowndes County,Republican,28081
2024,GA,Lowndes County,Democratic,19487
2024,GA,Lumpkin County,Republican,14339
2024,GA,Lumpkin County,Democratic,3356
2024,GA,Macon County,Republican,1916
2024,GA,Macon County,Democratic,2755
2024,GA,Madison County,Republican,12951
2024,GA,Madison County,Democratic,3753
2024,GA,Marion County,Republican,2348
2024,GA,Marion County,Democratic,1253
2024,GA,McDuffie County,Republican,6562
2024,GA,McDuffie County,Democratic,3937
2024,GA,McIntosh County,Republican,4747
2024,GA,McIntosh County,Democratic,2628
2024,GA,Meriwether County,Republican,7375
2024,GA,Meriwether County,Democratic,4373
2024,GA,Miller County,Republican,2045
2024,GA,Miller County,Democratic,670
2024,GA,Mitchell County,Republican,5150
2024,GA,Mitchell County,Democratic,3701
2024,GA,Monroe County,Republican,12954
2024,GA,Monroe County,Democratic,4689
2024,GA,Montgomery County,Republican,3033
2024,GA,Montgomery County,Democratic,927
2024,GA,Morgan County,Republican,9589
2024,GA,Morgan County,Democratic,3533
2024,GA,Murray County,Republican,14965
2024,GA,Murray County,Democratic,2459
2024,GA,Muscogee County,Republican,30616
2024,GA,Muscogee County,Democratic,49413
2024,GA,Newton County,Republican,24893
2024,GA,Newton County,Democratic,33839
2024,GA,Oconee County,Republican,18424
2024,GA,Oconee County,Democratic,8620
2024,GA,Oglethorpe County,Republican,6255
2024,GA,Oglethorpe County,Democratic,2515
2024,GA,Paulding County,Republican,58769
2024,GA,Paulding County,Democratic,35802
2024,GA,Peach County,Republican,7104
2024,GA,Peach County,Democratic,6293
2024,GA,Pickens County,Republican,17281
2024,GA,Pickens County,Democratic,3522
2024,GA,Pierce County,Republican,8655
2024,GA,Pierce County,Democratic,1089
2024,GA,Pike County,Republican,10864
2024,GA,Pike County,Democratic,1648
2024,GA,Polk County,Republican,15352
2024,GA,Polk County,Democratic,3749
2024,GA,Pulaski County,Republican,3036
2024,GA,Pulaski County,Democratic,1281
2024,GA,Putnam County,Republican,9136
2024,GA,Putnam County,Democratic,3696
2024,GA,Quitman County,Republican,656
2024,GA,Quitman County,Democratic,480
2024,GA,Rabun County,Republican,8151
2024,GA,Rabun County,Democratic,2222
2024,GA,Randolph County,Republican,1373
2024,GA,Randolph County,Democratic,1601
2024,GA,Richmond County,Republican,26472
2024,GA,Richmond County,Democratic,56657
2024,GA,Rockdale County,Republican,11711
2024,GA,Rockdale County,Democratic,33165
2024,GA,Schley County,Republican,1970
2024,GA,Schley County,Democratic,453
2024,GA,Screven County,Republican,4325
2024,GA,Screven County,Democratic,2581
2024,GA,Seminole County,Republican,2811
2024,GA,Seminole County,Democratic,1191
2024,GA,Spalding County,Republican,19184
2024,GA,Spalding County,Democratic,13679
2024,GA,Stephens County,Republican,10632
2024,GA,Stephens County,Democratic,2404
2024,GA,Stewart County,Republican,847
2024,GA,Stewart County,Democratic,1177
2024,GA,Sumter County,Republican,5869
2024,GA,Sumter County,Democratic,6136
2024,GA,Talbot County,Republican,1483
2024,GA,Talbot County,Democratic,1888
2024,GA,Taliaferro County,Republican,375
2024,GA,Taliaferro County,Democratic,507
2024,GA,Tattnall County,Republican,6515
2024,GA,Tattnall County,Democratic,1967
2024,GA,Taylor County,Republican,2600
2024,GA,Taylor County,Democratic,1366
2024,GA,Telfair County,Republican,2930
2024,GA,Telfair County,Democratic,1274
2024,GA,Terrell County,Republican,2075
2024,GA,Terrell County,Democratic,2253
2024,GA,Thomas County,Republican,13670
2024,GA,Thomas County,Democratic,8347
2024,GA,Tift County,Republican,11496
2024,GA,Tift County,Democratic,5438
2024,GA,Toombs County,Republican,8208
2024,GA,Toombs County,Democratic,2674
2024,GA,Towns County,Republican,7155
2024,GA,Towns County,Democratic,1649
2024,GA,Treutlen County,Republican,2250
2024,GA,Treutlen County,Democratic,864
2024,GA,Troup County,Republican,19392
2024,GA,Troup County,Democratic,11757
2024,GA,Turner County,Republican,2457
2024,GA,Turner County,Democratic,1365
2024,GA,Twiggs County,Republican,2549
2024,GA,Twiggs County,Democratic,1895
2024,GA,Union County,Republican,14477
2024,GA,Union County,Democratic,3309
2024,GA,Upson County,Republican,9528
2024,GA,Upson County,Democratic,4098
2024,GA,Walker County,Republican,25462
2024,GA,Walker County,Democratic,6436
2024,GA,Walton County,Republican,42407
2024,GA,Walton County,Democratic,15605
2024,GA,Ware County,Republican,10279
2024,GA,Ware County,Democratic,4068
2024,GA,Warren County,Republican,1232
2024,GA,Warren County,Democratic,1354
2024,GA,Washington County,Republican,4824
2024,GA,Washington County,Democratic,4643
2024,GA,Wayne County,Republican,10811
2024,GA,Wayne County,Democratic,2708
2024,GA,Webster County,Republican,790
2024,GA,Webster County,Democratic,544
2024,GA,Wheeler County,Republican,1648
2024,GA,Wheeler County,Democratic,622
2024,GA,White County,Republican,14136
2024,GA,White County,Democratic,2609
2024,GA,Whitfield County,Republican,28655
2024,GA,Whitfield County,Democratic,10953
2024,GA,Wilcox County,Republican,2493
2024,GA,Wilcox County,Democratic,847
2024,GA,Wilkes County,Republican,2971
2024,GA,Wilkes County,Democratic,2112
2024,GA,Wilkinson County,Republican,2888
2024,GA,Wilkinson County,Democratic,2012
2024,GA,Worth County,Republican,6991
2024,GA,Worth County,Democratic,2300
2024,HI,Hawaii County,Republican,28748
2024,HI,Hawaii County,Democratic,52163
2024,HI,Honolulu County,Republican,130489
2024,HI,Honolulu County,Democratic,204301
2024,HI,Kalawao County,Republican,
2024,HI,Kalawao County,Democratic,
2024,HI,Kauai County,Republican,11803
2024,HI,Kauai County,Democratic,17675
2024,HI,Maui County,Republican,22621
2024,HI,Maui County,Democratic,38905
2024,IA,Adair County,Republican,2916
2024,IA,Adair County,Democratic,1086
2024,IA,Adams County,Republican,1517
2024,IA,Adams County,Democratic,576
2024,IA,Allamakee County,Republican,4857
2024,IA,Allamakee County,Democratic,2350
2024,IA,Appanoose County,Republican,4704
2024,IA,Appanoose County,Democratic,1686
2024,IA,Audubon County,Republican,2214
2024,IA,Audubon County,Democratic,970
2024,IA,Benton County,Republican,9549
2024,IA,Benton County,Democratic,4739
2024,IA,Black Hawk County,Republican,30572
2024,IA,Black Hawk County,Democratic,31299
2024,IA,Boone County,Republican,9199
2024,IA,Boone County,Democratic,5895
2024,IA,Bremer County,Republican,8799
2024,IA,Bremer County,Democratic,5571
2024,IA,Buchanan County,Republican,6790
2024,IA,Buchanan County,Democratic,3766
2024,IA,Buena Vista County,Republican,4962
2024,IA,Buena Vista County,Democratic,2462
2024,IA,Butler County,Republican,5784
2024,IA,Butler County,Democratic,2144
2024,IA,Calhoun County,Republican,3708
2024,IA,Calhoun County,Democratic,1328
2024,IA,Carroll County,Republican,7814
2024,IA,Carroll County,Democratic,3153
2024,IA,Cass County,Republican,5007
2024,IA,Cass County,Democratic,2077
2024,IA,Cedar County,Republican,6390
2024,IA,Cedar County,Democratic,4075
2024,IA,Cerro Gordo County,Republican,12627
2024,IA,Cerro Gordo County,Democratic,9955
2024,IA,Cherokee County,Republican,4398
2024,IA,Cherokee County,Democratic,1611
2024,IA,Chickasaw County,Republican,4234
2024,IA,Chickasaw County,Democratic,1919
2024,IA,Clarke County,Republican,3140
2024,IA,Clarke County,Democratic,1265
2024,IA,Clay County,Republican,6047
2024,IA,Clay County,Democratic,2367
2024,IA,Clayton County,Republican,6255
2024,IA,Clayton County,Democratic,3017
2024,IA,Clinton County,Republican,13964
2024,IA,Clinton County,Democratic,9472
2024,IA,Crawford County,Republican,4651
2024,IA,Crawford County,Democratic,1812
2024,IA,Dallas County,Republican,32374
2024,IA,Dallas County,Democratic,29402
2024,IA,Davis County,Republican,3027
2024,IA,Davis County,Democratic,878
2024,IA,Decatur County,Republican,2711
2024,IA,Decatur County,Democratic,957
2024,IA,Delaware County,Republican,6984
2024,IA,Delaware County,Democratic,2978
2024,IA,Des Moines County,Republican,10794
2024,IA,Des Moines County,Democratic,7935
2024,IA,Dickinson County,Republican,7775
2024,IA,Dickinson County,Democratic,3297
2024,IA,Dubuque County,Republican,28224
2024,IA,Dubuque County,Democratic,23705
2024,IA,Emmet County,Republican,3422
2024,IA,Emmet County,Democratic,1315
2024,IA,Fayette County,Republican,6325
2024,IA,Fayette County,Democratic,3334
2024,IA,Floyd County,Republican,4744
2024,IA,Floyd County,Democratic,2782
2024,IA,Franklin County,Republican,3431
2024,IA,Franklin County,Democratic,1393
2024,IA,Fremont County,Republican,2711
2024,IA,Fremont County,Democratic,1023
2024,IA,Greene County,Republican,3211
2024,IA,Greene County,Democratic,1603
2024,IA,Grundy County,Republican,4998
2024,IA,Grundy County,Democratic,2019
2024,IA,Guthrie County,Republican,4446
2024,IA,Guthrie County,Democratic,1974
2024,IA,Hamilton County,Republican,5004
2024,IA,Hamilton County,Democratic,2482
2024,IA,Hancock County,Republican,4336
2024,IA,Hancock County,Democratic,1523
2024,IA,Hardin County,Republican,5790
2024,IA,Hardin County,Democratic,2553
2024,IA,Harrison County,Republican,5566
2024,IA,Harrison County,Democratic,2245
2024,IA,Henry County,Republican,6439
2024,IA,Henry County,Democratic,2995
2024,IA,Howard County,Republican,3157
2024,IA,Howard County,Democratic,1619
